titre,entreprise,contrat,localisation,salaire,description,lien,date_publication,date_scraping,source
Formateur/Formatrice sur l'Intelligence Artificielle -IA (H/F),SARL LABORATOIRE L & M,LIB,81 - Albi,,"Description du poste

Nous recherchons un(e) formateur(trice) en intelligence artificielle.
Votre mission sera d'initier les apprenants aux usages professionnels de l'IA, dans une approche responsable, éthique et sécurisée, adaptée à des publics non techniques.

Missions principales

Concevoir et animer des modules de formation sur l'intelligence artificielle

Initier aux usages professionnels de l'IA dans différents contextes métiers

Sensibiliser aux enjeux éthiques, réglementaires et de protection des données liés à l'IA

Adapter le discours et les contenus pédagogiques à un public non technique

Évaluer les acquis et accompagner la montée en compétences des apprenants

Thématiques de formation abordées

Comprendre les fondamentaux de l'intelligence artificielle

S'initier aux usages professionnels de l'IA

Bonnes pratiques d'utilisation responsable et éthique de l'IA

Limites, risques et enjeux liés à l'IA

Le/la formateur(trice) pourra intervenir sur un ou plusieurs de ces programmes selon son champ de compétences. D'autres formations en lien avec l'IA ou le numérique pourront également être confiées.

Compétences attendues

Expérience confirmée dans le domaine de l'intelligence artificielle ou des usages professionnels de l'IA

Bonne compréhension des enjeux éthiques, réglementaires et de protection des données liés à l'IA

Capacité à vulgariser des notions techniques complexes

Expérience en formation ou en sensibilisation appréciée

Sens pédagogique et aptitude à accompagner des publics débutants

Utilisation d'outils numériques et d'outils pédagogiques",https://candidat.francetravail.fr/offres/recherche/detail/203QRFX,2026-02-05,2026-02-11,France Travail
DIRECTEUR(TRICE) ADJOINT MARKETING & INTELLIGENCE ARTIFICIELLE (H/F),NOTARIAT SERVICES,CDI,19 - ARNAC POMPADOUR,Annuel de 38000.0 Euros à 48000.0 Euros sur 12.0 mois,"Rejoignez Notariat Services et bâtissez l'avenir digital du notariat !

Poste basé à Pompadour (Corrèze)

Votre mission : 
- Vous piloterez la stratégie marketing et IA de Notariat Services, en accompagnant la transformation digitale de la profession notariale.
- Vous serez le moteur d'une croissance fondée sur la data, la créativité et l'innovation technologique.

Vos principales responsabilités :
- Définir et mettre en œuvre la stratégie marketing globale (BtoB & BtoC) pour l'ensemble des marques du groupe (Immonot, Notariat Services, 36 heures immo)
- Intégrer l'intelligence artificielle et les outils CRM dans les process marketing, la création de contenu et la relation client
- Superviser les campagnes multicanales (digital, social media, SEO/SEA)
- Superviser l'intégration et optimiser l'utilisation du CRM HubSpot pour le suivi commercial, l'automatisation marketing et l'analyse de la performance
- Analyser les données de performance pour orienter les actions et renforcer la position de leader de Notariat Services
- Piloter une équipe pluridisciplinaire (marketing, marketing digital)
- Collaborer étroitement avec la direction commerciale et les services techniques pour développer des produits et services innovants destinés aux notaires et négociateurs immobilier

Profil recherché :
- Formation supérieure en marketing, communication ou data (Bac+5)
- Expérience confirmée (5 à 10 ans) dans le marketing digital, la stratégie de marque ou l'innovation
- Maîtrise du CRM HubSpot, de ses automatisations et tableaux de bord analytiques
- Bonne compréhension des technologies d'IA générative et de leurs applications marketing (analyse de données, automatisation, création de contenu, CRM intelligent, etc.)
- Leadership affirmé, vision stratégique, capacité à fédérer et à faire évoluer les pratiques
- Intérêt pour le secteur immobilier et/ou les professions du droit

Pourquoi nous rejoindre ?
Notariat Services, entreprise familiale et pionnière depuis près de 60 ans, place aujourd'hui l'intelligence artificielle au cœur de ses solutions. Nous accompagnons les offices notariaux dans leur communication, leur visibilité et leur évolution digitale, en alliant savoir-faire, innovation et esprit d'équipe.

Envoyer votre cv et lettre de motivation à srocher@immonot.com",https://candidat.francetravail.fr/offres/recherche/detail/203PLXM,2026-02-04,2026-02-11,France Travail
Développeur Web & Intelligence Artificielle (SEO / Data / Géoloca (H/F),LLM VISIBILITY,CDI,13 - MARSEILLE 13,Annuel de 25620.0 Euros à 28000.0 Euros sur 12.0 mois,"Le poste consiste à concevoir, développer et maintenir des modules web et des systèmes d'analyse avancés basés sur la donnée, la géolocalisation et l'intelligence artificielle.
Missions principales
Développer des modules web nécessaires à la plateforme d'analyse SEO et GEO :
analyse de données, scraping, catégorisation des concurrents, scoring de visibilité locale, heatmaps.
Concevoir et intégrer des modules d'intelligence artificielle appliqués à :
l'analyse SEO,
la classification de données géographiques,
les suggestions d'optimisation locale,
l'automatisation des rapports et audits SEO géolocalisés.
Développer des API d'ingestion et de traitement de données provenant de différentes sources :
moteurs de recherche, réseaux sociaux, annuaires locaux, Google Maps, données SEO et GEO.
Mettre en place des systèmes de collecte massive de données :
scraping, crawling, API externes.
Développer l'interface utilisateur et les tableaux de bord analytiques (dashboards) :
visualisation des données, indicateurs de performance, analytics SEO et géolocalisés.
Mettre en œuvre des fonctionnalités avancées telles que :
suivi de positionnement géographique,
suivi de la visibilité locale concurrentielle,
analyse des mots-clés par zone géographique,
analyse des SERP localisées,
cartes de chaleur (heatmaps SEO/GEO),
génération automatique de rapports et audits GEO SEO,
recommandations intelligentes et classification automatique des données.
Profil recherché :
expérience en développement web, data
Maîtrise des technologies web et API
Intérêt pour le SEO, la data, l'IA et les systèmes géolocalisés
Capacité à travailler sur des projets techniques complexes",https://candidat.francetravail.fr/offres/recherche/detail/203KGXP,2026-01-30,2026-02-11,France Travail
Ingénieur / Ingénieure en Intelligence Artificielle (IA) (H/F),ECO-TECH CERAM,CDI,31 - BALMA,,"Dans le cadre de l'optimisation de ses processus internes, notre organisation souhaite renforcer ses capacités en intelligence artificielle appliquée.
L'objectif de cette alternance est de concevoir, développer et déployer des solutions logicielles basées sur l'IA permettant d'améliorer l'efficacité des équipes métiers : automatisation de tâches, aide à la décision, traitement intelligent de données et d'emails, agents IA métiers, etc.
Cette alternance s'adresse à un profil développeur ayant déjà mené des projets personnels en IA et souhaitant travailler sur des cas d'usage concrets, orientés produit et valeur métier.

Rattaché(e) au responsable R&D, l'alternant(e) participera à des projets concrets d'intelligence artificielle, en s'appuyant sur l'expertise du prestataire externe et sur les outils déjà en place au sein de l'entreprise.

VOS MISSIONS SERONT LES SUIVANTES :
- Analyse et compréhension des besoins métiers (fonctions support, R&D, business, Bureau d'Etudes)
- Développement de solutions d'IA applicative :
o Agents IA (assistance métier, génération de contenus, aide à la décision).
o Automatisations intelligentes (workflows, scripts).
o Outil de catégorisation, priorisation et tri autonome d'e-mails, de documents.
o Petits programmes ou applications visant à optimiser les processus internes.
- Contribution au déploiement et à l'amélioration d'agents IA existants (automatisation, assistance métier, génération de contenus, aide à la décision) ;
- Mise en place de tableaux de bord, indicateurs de performance et outils d'aide à la décision ;
- Veille technologique sur les usages de l'IA et proposition de nouveaux cas d'usage ;
- Documentation des solutions développées et restitution claire aux équipes internes.
Les missions seront adaptées au niveau de formation et évolueront progressivement vers davantage d'autonomie.

VOTRE PROFIL
Vous préparez un diplôme de niveau Bac+4 / Bac+5 au sein d'une école d'ingénieurs ou d'une université, dans un cursus orienté développement logiciel (informatique, génie logiciel, systèmes d'information ou équivalent).
Vous avez un profil de développeur, avec un intérêt marqué pour l'intelligence artificielle appliquée et ses usages concrets au service des métiers. Vous avez déjà mené des projets académiques ou personnels intégrant de l'IA, de l'automatisation ou du traitement de données (agents IA, scripts, outils, bots, applications, etc.), et souhaitez aujourd'hui approfondir ces compétences dans un contexte professionnel.
Vous êtes motivé(e) par la résolution de problématiques concrètes, l'optimisation de processus métiers et le développement de solutions utiles aux utilisateurs finaux. 

Compétences techniques appréciées :
- Très bonnes bases en Python
- Base de l'écosystème IA (pandas, numpy, scikit-learn, TensorFlow, PyTorch, etc.)
- Traitement et analyse de données, statistiques et modélisation
- Intérêt ou premières expériences en agents IA et automatisation de workflows
- Connaissances des bases de données et du langage SQL
- Outils de visualisation et de reporting

CE QUE NOUS OFFRONS
- Participer à des projets concrets à forte valeur ajoutée ;
- Accompagnement par un prestataire externe expert en intelligence artificielle et des interlocuteurs métiers ;
- Environnement favorable à l'expérimentation et à l'amélioration continue ;
- Possibilité d'orienter le sujet d'alternance vers un mémoire ou projet de fin d'études.



",https://candidat.francetravail.fr/offres/recherche/detail/203KGMP,2026-01-30,2026-02-11,France Travail
Ingénieur / Ingénieure en Intelligence Artificielle (IA) (H/F),Zone 17,CDI,17 - LA ROCHELLE,,"Le poste rattaché à la direction  du pôle informatique web  s'intègre dans notre équipe informatique et couvre le développement en intelligence artificielle de trois sites , www.freehorse.com , workunion et voximmo .  Le poste est basé Rond Point des Justes à  La Rochelle . Le poste nécessite une formation et une pratique réelle de l'intelligence artificielle niveau BAC+2 minimum . Poste très évolutif en terme de responsabilités et rémunération.",https://candidat.francetravail.fr/offres/recherche/detail/203HZSK,2026-01-29,2026-02-11,France Travail
Développeur-se d'Applications & Intelligence Artificielle (H/F),LA FABRIQUE ETHICS,CDI,31 - BLAGNAC,,"ETHICS Group est une agence de transition des organisations et des territoires, société à mission à impact social et environnemental.
Notre raison d'être : utiliser les nouvelles technologies, l'intelligence collective et l'IA responsable pour accélérer la transition écologique, sociale et économique, au service du bien commun.
Nous avons développé l'approche Cap-ESE-Transition, une méthode systémique et vivante, soutenue par un écosystème d'outils numériques :
Colidée, ESE Terr, ESE Plan, ESE Gouv, ESE Act, intégrant IA, données, concertation et gouvernance partagée.

VOTRE MISSION :

Au sein de la Fabrique ETHICS, équipe multidisciplinaire, et accompagné-e par des profils séniors, vous participerez à la conception, au développement et à l'évolution de nos solutions digitales et IA.
Votre rôle sera de faire le lien entre technologie, intelligence artificielle et transition.

Vous interviendrez notamment sur :
- Le développement applicatif 
- Le développement de plateformes
- L'Intelligence artificielle & données

Pour découvrir le détail de vos missions, le quotidien qui pourrait être le vôtre, le profil que nous recherchons ainsi que notre processus de recrutement, rendez-vous sur : https://carriere.ethics-group.com/

POURQUOI REJOINDRE ETHICS GROUP ?

Chez ETHICS Group, nous sommes convaincus que la transformation des organisations passe par l'engagement humain, l'intelligence collective et un impact positif sur la société. Voici 5 bonnes raisons de nous rejoindre :

- Une entreprise indépendante à mission sociale et environnementale : nous agissons pour des transformations durables et responsables.

- Des missions à impact : vous accompagnerez entreprises et collectivités dans leurs évolutions stratégiques et organisationnelles, avec un réel impact social, territorial et environnemental.

- Une équipe multi-talents, solidaire et engagée : la collaboration et le partage sont au cœur de notre approche.

- Une culture d'entreprise fondée sur l'intelligence collective et la bienveillance : nous croyons en la co-construction et en l'innovation partagée.

- L'ETHICS Village : bien plus qu'un bureau, un véritable lieu d'inspiration et d'acculturation, où se croisent réflexion stratégique et convivialité.",https://candidat.francetravail.fr/offres/recherche/detail/202YWBG,2026-01-21,2026-02-11,France Travail
Chef-fe de projet en intelligence artificielle (H/F),SYDO,CDD,69 - Rhône,Mensuel de 1823.03 Euros sur 12.0 mois,"L'organisme de formation Le Bahut recherche pour l'une de ses entreprises partenaires un chef(fe) de projet IA en contrat de professionnalisation.

Le chef de projet IA aidera à concevoir des assistants pédagogiques basés sur les technologies d'intelligence artificielle générative pour améliorer la qualité et la personnalisation de nos formations. 
Il(elle) sera chargé(e) de collecter et structurer des données, de concevoir et de faire évoluer des instructions, et de conduire des évaluations des discussions de nos élèves avec les assistants IA.",https://candidat.francetravail.fr/offres/recherche/detail/202XKFW,2026-01-20,2026-02-11,France Travail
Chef-fe de projet en intelligence artificielle (H/F),SYDO,CDD,42 - Loire,Mensuel de 1823.03 Euros sur 12.0 mois,"L'organisme de formation Le Bahut recherche pour l'une de ses entreprises partenaires un chef(fe) de projet IA en contrat de professionnalisation.

Le chef de projet IA aidera à concevoir des assistants pédagogiques basés sur les technologies d'intelligence artificielle générative pour améliorer la qualité et la personnalisation de nos formations. 
Il(elle) sera chargé(e) de collecter et structurer des données, de concevoir et de faire évoluer des instructions, et de conduire des évaluations des discussions de nos élèves avec les assistants IA.",https://candidat.francetravail.fr/offres/recherche/detail/202XKBX,2026-01-20,2026-02-11,France Travail
Chef-fe de projet en intelligence artificielle (H/F),SYDO,CDD,38 - Isère,Mensuel de 1823.03 Euros sur 12.0 mois,"L'organisme de formation Le Bahut recherche pour l'une de ses entreprises partenaires un chef(fe) de projet IA en contrat de professionnalisation.

Le chef de projet IA aidera à concevoir des assistants pédagogiques basés sur les technologies d'intelligence artificielle générative pour améliorer la qualité et la personnalisation de nos formations. 
Il(elle) sera chargé(e) de collecter et structurer des données, de concevoir et de faire évoluer des instructions, et de conduire des évaluations des discussions de nos élèves avec les assistants IA.",https://candidat.francetravail.fr/offres/recherche/detail/202XJVL,2026-01-20,2026-02-11,France Travail
Ingénieur en Intelligence Artificielle / Infrastructure / Système (H/F),T.I.B - A.M.D.T.,CDI,28 - BREZOLLES,,"TIB, entreprise spécialisée dans les véhicules spéciaux recherche un ingénieur polyvalent pour renforcer son équipe technique à Brezolles. 
Vous interviendrez sur des projets combinant IA, infrastructure cloud et administration système, dans un environnement dynamique et innovant.

Missions principales

1. Développement et déploiement de solutions IA :

o Concevoir, entraîner et déployer des modèles d'IA (LLM, vision par ordinateur, NLP) pour des cas d'usage industriels.
o Optimiser les pipelines de données et les algorithmes pour des performances maximales.

2. Gestion de l'infrastructure :

o Administrer et sécuriser les serveurs (Linux/Windows), les clusters Kubernetes et les environnements cloud (OVH, AWS, Azure).
o Environnement VmWare / Proxmox
o Automatiser les déploiements avec des outils comme Ansible, Terraform ou Docker.

3. Administration système et réseaux :

o Maintenir et superviser les systèmes critiques (bases de données, stockage, sauvegardes).
o Garantir la disponibilité, la performance et la sécurité des infrastructures.

4. Collaboration et innovation :

o Travailler en étroite collaboration avec les équipes DevOps et métiers.
o Participer à la veille technologique et proposer des améliorations.

Compétences techniques requises

IA/ML : Maîtrise des frameworks (PyTorch, TensorFlow, Hugging Face), LLM, NLP, vision par ordinateur.
Infrastructure: Expérience avec Kubernetes, Docker, OpenStack, Proxmox, et outils d'automatisation (Ansible, Terraform).
Systèmes :  Administration Linux (Debian, CentOS), scripting Bash/Python, gestion de bases de données (PostgreSQL, MySQL).
Cloud : Connaissance des environnements cloud (OVH, AWS, Azure) et des bonnes pratiques DevOps.
Réseaux : Notions de sécurité, VPN, pare-feu, et protocoles réseau (TCP/IP, DNS, HTTP).
Outils : Git, CI/CD (GitLab, Jenkins), monitoring (Grafana, Prometheus).

Compétences transverses
- Autonomie et capacité à gérer des projets techniques complexes.
- Esprit d'équipe et excellente communication (rédaction de documentation, formation des utilisateurs).
- Curiosité pour les innovations technologiques et les enjeux de l'IA responsable.

Profil recherché
- Formation : Bac+5 en informatique, école d'ingénieurs ou équivalent, avec une spécialisation en IA.
- Atouts : Certifications (AWS, Kubernetes, Azure) ou contributions à des projets open source sont un plus.

Pas de télétravail possible











",https://candidat.francetravail.fr/offres/recherche/detail/202KPPK,2026-01-09,2026-02-11,France Travail
Ingénieur(e)IA / Test et Validation (H/F),BASSETTI GROUP,CDI,93 - DRANCY,Annuel de 45000.0 Euros à 75000.0 Euros sur 12.0 mois,"Bassetti Talent Pool recherche : pour la DSI d'une structure basée à Drancy (93), un(e) Ingénieur(e) IA / Test et Validation
Vous intégrez une équipe R&D dans un contexte de digitalisation majeur.
L'objectif est de transformer le processus de validation de produits automobiles innovants (phase pré-série).
Votre rôle est de construire de A à Z une solution industrialisable d'automatisation des tests basée sur l'Intelligence Artificielle (LLM).",https://candidat.francetravail.fr/offres/recherche/detail/203KXZJ,2026-01-30,2026-02-11,France Travail
Expert(e) Technique Microsoft 365 & Copilot (H/F),BASSETTI GROUP,CDI,75 - Paris (Dept.),Annuel de 45000.0 Euros à 55000.0 Euros sur 12.0 mois,"Bassetti Talent Pool recherche pour la DSI d'un grand compte (Secteur Tourisme), un(e) AI Engineer spécialiste Microsoft Copilot.
Vous intégrez une équipe IT pure, au coeur d'un environnement ""Best of Breed"" : IA Microsoft (Copilot Studio, Azure OpenAI) couplée à une Data Platform sur Google Cloud (GCP).

Votre rôle n'est pas administratif : vous êtes le Lead Technique sur l'IA Générative. 
Votre mission est de concevoir des architectures cognitives complexes. Vous transformez les modèles de langage (LLMs) en agents opérationnels capables de raisonner, d'interroger des bases de données hétérogènes (Microsoft & Google) et d'exécuter des actions autonomes.

Missions Principales :
Orchestration d'IA Générative (Copilot Studio)
- Architecture d'Agents : Concevoir des agents conversationnels avancés utilisant les capacités génératives (Generative Answers) de Copilot Studio.
- Prompt Engineering Avancé : Rédiger et optimiser les ""System Prompts"" pour contrôler le comportement du LLM, définir sa persona et ses garde-fous (Guardrails).
- Gestion du Contexte : Maîtriser la fenêtre de contexte et la mémoire des agents pour garantir des conversations fluides et cohérentes sur la durée.

Architecture RAG (Retrieval-Augmented Generation) & Data

- Grounding (Ancrage) : Implémenter des mécanismes de RAG pour connecter le modèle à la réalité des données de l'entreprise et éliminer les hallucinations.
- Le Défi Hybride (Microsoft x GCP) : Concevoir les pipelines techniques permettant à l'IA d'aller vectoriser ou interroger des données stockées sur Google Cloud (BigQuery, Cloud Storage) via des API REST sécurisées.
- Knowledge Management : Optimiser l'indexation sémantique des sources de connaissances pour maximiser la pertinence des réponses générées (Search & Retrieval).

Développement & Extension (Plugins)
- Créer des Actions Conversationnelles (Conversational Plugins) qui permettent au LLM d'appeler des services tiers.
- Développer des scripts (Power Automate, Azure Functions ou Python) pour traiter la donnée brute avant qu'elle ne soit ingérée par l'IA.

Qualité & Performance IA
- AI Evaluation : Mettre en place des protocoles de test pour mesurer la précision, la latence et la pertinence des modèles déployés.
- Sécurité & Éthique : S'assurer que les agents respectent les principes de Responsible AI (filtres de contenu, confidentialité des données PII).

Profil recherché:
- Formation Ingénieur en Informatique, Data Science ou Intelligence Artificielle.

Expertise Technique (Hard Skills)
- Coeur de compétence : Maîtrise experte de Microsoft Copilot Studio (création de topics génératifs, gestion des variables, authentication).
- Compréhension Deep Tech IA : Vous maîtrisez les concepts de LLM (GPT-4), de RAG, d'Embeddings (vectorisation), de Temperature et de Token management.
- Connectivité & Code : Vous savez coder des appels API REST, manipuler du JSON, et vous avez de solides bases en algorithmique (Python ou C# est un plus).

Cloud & Data : Une expérience sur Google Cloud Platform (GCP) est le différenciant clé",https://candidat.francetravail.fr/offres/recherche/detail/203KTYC,2026-01-30,2026-02-11,France Travail
Ingénieur de recherche en IA (H/F),ECOLE NORMALE SUPERIEURE,CDD,75 - PARIS,Annuel de 34500.0 Euros à 48000.0 Euros sur 12.0 mois,"ENVIRONNEMENT DE TRAVAIL 
Le candidat mènera ses recherches au sein de l'équipe Valda du département d'informatique de l'ENS-PSL, dans le cadre du pôle d'intelligence artificielle PR(AI)RIE. Valda est une équipe mixte entre Inria, le CNRS et l'ENS-PSL. Plus d'informations sur Valda sont disponibles ici : https://team.inria.fr/valda/ .

MISSION PRINCIPALE

La réponse aux requêtes médiée par des ontologies (ontology-mediated query answering, OMQA) vise à améliorer l'accès aux données en les enrichissant avec une ontologie qui exprime les connaissances du domaine (1). Dans ce contexte, une ontologie est un ensemble de formules logiques, généralement exprimées dans une logique de description (description logic, DL) donnée (2). Elle fournit un vocabulaire formalisé qui permet à un utilisateur de formuler des requêtes en termes familiers et d'obtenir des réponses plus complètes, car celles-ci reposent non seulement sur des faits explicitement stockés dans les données, mais aussi sur des faits déductibles par raisonnement logique à l'aide de l'ontologie. De nombreuses applications du monde réel nécessitant l'interrogation de données temporelles, diverses extensions du cadre OMQA ont été proposées pour intégrer la modélisation temporelle (3). Nous avons récemment commencé à travailler sur une extension temporelle du langage DL EL introduit par Gutiérrez-Basulto et al. (4), dans laquelle les faits sont associés à des horodatages. Nous avons notamment identifié de nouveaux fragments décidables de ce langage et implémenté un raisonneur très préliminaire pour l'un d'eux, à l'aide d'un générateur d'analyseurs syntaxiques pour les grammaires conjonctives (5). L'objectif de ce poste est de poursuivre ces travaux. Le but principal serait d'implémenter une version optimisée du raisonneur, mais nous accueillons également les contributions plus théoriques.
Le candidat devra contribuer à la recherche sur le raisonnement temporel avec des logiques de description, sous la direction des chercheurs de l'équipe Valda. Il/elle devra implémenter des algorithmes de raisonnement temporel et mener une évaluation expérimentale, incluant la création de benchmarks. Les résultats de la recherche se présenteront sous la forme de logiciels libres, de jeux de données publics et d'articles de recherche diffusés lors de conférences et dans des revues internationales.

ACTIVITES PRINCIPALES
- Recherche sur le raisonnement temporel en logique de description.
- Implémentation d'algorithmes et leur évaluation, création de benchmarks.
- Rédaction d'articles de recherche.

CHAMPS DES RELATIONS
Internes :   Membres de l'équipe Valda, en particulier Camille Bourgaux et Michaël Thomazo
Externes :   Collaborateurs scientifiques dans d'autres établissements

COMPETENCES ATTENDUES
Diplôme : Master en informatique
Expérience professionnelle : 1 à 4 ans d'expérience dans la recherche en informatique

Connaissances :
- Très bonnes connaissances en logique de description et raisonnement temporel
- Familiarité avec les grammaires formelles, les automates, etc.

Compétences techniques :
- Recherche
- Programmation (C++ de préférence)
- Maîtrise de l'anglais scientifique, écrit et parlé

Compétences comportementales :
- Travail en équipe
- Autonomie",https://candidat.francetravail.fr/offres/recherche/detail/203KPLW,2026-01-30,2026-02-11,France Travail
Chef de projet IA (H/F),EARLY MAKERS GROUP,CDI,69 - LYON,,"Dans le cadre d'une création de poste, la Direction Digitale recherche un/une:

Chef/ Cheffe de projet IA
(CDI à temps plein)

Ce que nous attendons de vous :

1. Animation du Processus d'Innovation digitale : 

 Animer des ateliers et des sessions d'émergence d'idées pour susciter une culture de l'innovation autour de l'IA parmi les différentes parties prenantes de l'école
Collaborer avec les équipes académiques et administratives pour identifier les opportunités d'utilisation de l'IA
Travailler avec les équipes en charge des partenariats et de la communication pour identifier comment l'IA peut optimiser l'engagement avec les parties prenantes externes (entreprises, anciens élèves, etc.)
Piloter le processus d'innovation digitale depuis la priorisation des idées, jusqu'à la préparation de la généralisation des POC validés. Animer la gouvernance du processus (COPIL, ateliers.)
Outiller et suivre les indicateurs de performance du processus innovation digitale, tenir le dashboard des projets IA, effectuer les reportings selon la méthodologie en vigueur à la direction digitale

2. Acculturation à l'IA : 

Récolter et diffuser des formations sur l'IA afin de sensibiliser l'ensemble des fonctions de l'école
Participer à la création des ressources pédagogiques (guides, tutoriels, vidéos) facilitant la compréhension et l'adoption des technologies IA

3. Développement de POC & préparation à la généralisation : 

Concevoir et prototyper des POC basés sur l'IA, en lien avec les besoins stratégiques identifiés
Piloter les prestataires développeurs et intégrateurs, nouer de nouveaux partenariats technologiques et collaborer avec des équipes techniques internes de la direction digitale pour développer et intégrer les POC dans le socle IA existant
Évaluer et documenter les résultats des POC avec les métiers, incluant les bénéfices, les défis rencontrés, les impacts sur les processus courants et les améliorations possibles
Élaborer des stratégies pour intégrer les solutions IA aux processus académiques et administratifs de l'école, chiffrer les projets de généralisation afin de les présenter en arbitrage

Ce que nous cherchons :

Diplôme en informatique, data science, intelligence artificielle, gestion de projet ou dans un domaine connexe
Expérience avérée dans la gestion de projets IA, Low-Code/No-Code ou en transformation numérique
Maîtrise des concepts d'intelligence artificielle et de data science
Excellentes compétences en communication, tant à l'oral qu'à l'écrit
Capacité à développer une relation de proximité et à accompagner les métiers sur leurs enjeux du quotidien
Bonne capacité à développer une relation de proximité et à accompagner les métiers sur leurs enjeux du quotidien
Passion pour l'innovation et les technologies éducatives 
Esprit d'analyse et capacité à travailler en équipe",https://candidat.francetravail.fr/offres/recherche/detail/203CHSM,2026-01-23,2026-02-11,France Travail
Www.gopened.com recrute en alternance dans l'IA (H/F),gopened.com,CDD,75 - Paris (Dept.),Mensuel de 1801.0 Euros sur 12.0 mois,"On recrute en alternance pour créer des agents IA
L'évolution technologique actuelle offre des opportunités inédites et nous avons choisi d'intégrer pleinement cette dynamique au cœur de notre développement. Nous ouvrons actuellement un poste en alternance destiné à une personne curieuse et motivée par l'utilisation de notre Intelligence Artificielle de confiance. Il ne s'agit pas seulement d'apprendre un métier, mais de maîtriser les outils qui définissent l'avenir du travail.

Notre infrastructure repose sur une Intelligence Artificielle hébergée directement dans nos locaux. Ce choix stratégique nous permet de garantir la souveraineté de nos données et de déployer des agents IA ainsi que des solutions No-code pour fluidifier l'ensemble de notre activité. Votre mission principale sera de vous approprier ces technologies pour gagner en efficacité et transformer nos processus internes.

Le constat est partagé par beaucoup : le travail sur ordinateur implique trop souvent des tâches répétitives, administratives et chronophages. Ces actions manuelles génèrent une charge mentale importante et augmentent le risque d'erreur. Nous refusons cette fatalité. En nous rejoignant, vous apprendrez à identifier ces inefficacités et à concevoir vos propres solutions pour automatiser les tâches dès votre arrivée.

Grâce à nos outils No-code et à l'IA générative open source, vous n'avez pas besoin d'être un développeur chevronné pour réussir. Nous recherchons avant tout un état d'esprit logique et une volonté d'optimiser l'existant. Fini le temps perdu à lutter contre des tableurs Excel complexes ou des logiciels métiers rigides. Vous créerez vos propres outils du quotidien, gagnant ainsi de précieuses heures chaque mois pour vous concentrer sur des missions à plus forte valeur ajoutée.

Notre engagement est d'accélérer votre montée en compétences en vous transmettant les meilleures pratiques du marché. Cette expérience est conçue pour vous rendre autonome et opérationnel sur les technologies les plus demandées. À l'issue de votre contrat d'apprentissage, des opportunités de CDD ou de CDI pourront être envisagées pour continuer à gérer nos stratégies d'automatisation.

Nous adaptons votre parcours de formation à votre niveau d'études actuel afin de vous permettre de valider un diplôme d'État reconnu. Le recrutement s'effectue en contrat d'alternance (apprentissage ou professionnalisation) selon les modalités suivantes :

Si vous n'avez pas le BAC, vous intégrez le cursus pour obtenir le niveau BAC avec le diplôme d'État RNCP37681 de niveau 4.

Si vous êtes titulaire du BAC, vous préparez un BAC+2 avec le diplôme d'État RNCP37674 de niveau 5.

Si vous avez déjà un BAC+2, nous vous formons pour obtenir un niveau BAC+3 à BAC+4 grâce au diplôme d'État RNCP37873 de niveau 6.

Si vous possédez un niveau BAC+3 ou BAC+4, vous serez recruté pour valider un Master BAC+5 avec le diplôme d'État RNCP40656 de niveau 7.

Si vous souhaitez transformer votre manière de travailler et acquérir une expertise concrète sur les agents IA, nous vous invitons à postuler. Merci de nous transmettre le lien vers votre profil LinkedIn ainsi que le détail de vos expériences.

Pour découvrir notre environnement et notre vision, rendez-vous directement sur www.gopened.com",https://candidat.francetravail.fr/offres/recherche/detail/201WXSY,2025-12-24,2026-02-11,France Travail
Spécialiste No-Code / IA (H/F),,CDI,2A - AJACCIO,Mensuel de 1827.0 Euros sur 12.0 mois,"Spécialiste No-Code / IA -

Description du poste :

Nous recherchons un(e) spécialiste no-code passionné(e) d'intelligence artificielle pour participer à la création d'une application innovante dédiée aux hôtels et locations saisonnières en Corse.

Votre mission sera de concevoir, automatiser et optimiser une application complète grâce à LEIA et d'autres outils no-code / low-code (Airtable, Glide, Bubble, Make, Zapier.).
Vous collaborerez directement avec le porteur du projet pour transformer des idées concrètes en solutions fonctionnelles et intuitives.


Profil recherché :

Bonne maîtrise des outils no-code (LEIA, ou équivalents)
Intérêt marqué pour l'intelligence artificielle appliquée au no-code
Autonomie, créativité et esprit d'innovation


Conditions :

Contrat : CDI
Localisation : Corse (présentiel ou télétravail partiel possible)
Rémunération : selon expérience
Début : dès que possible


Pourquoi nous rejoindre ?

Projet novateur au cœur du tourisme insulaire
Liberté de création et réelle autonomie technique
Opportunité d'évoluer vers un rôle de référent IA / No-Code


Candidature :

Envoyez CV, portfolio (ou projets réalisés avec des outils no-code) à : France travail.",https://candidat.francetravail.fr/offres/recherche/detail/203TRCS,2026-02-09,2026-02-11,France Travail
